?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/AfPO_0000240>	<http://www.w3.org/2000/01/rdf-schema#label>	"Sena"	
<http://purl.obolibrary.org/obo/AfPO_0000057>	<http://www.w3.org/2000/01/rdf-schema#label>	"Samburu"	
<http://purl.obolibrary.org/obo/AfPO_0000403>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ganda"	
<http://purl.obolibrary.org/obo/AfPO_0000437>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hutu"	
<http://purl.obolibrary.org/obo/AfPO_0000495>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ndau"@en	
<http://purl.obolibrary.org/obo/AfPO_0000495>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ndau"	
<http://purl.obolibrary.org/obo/AfPO_0000340>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nguni"	
<http://purl.obolibrary.org/obo/AfPO_0000206>	<http://www.w3.org/2000/01/rdf-schema#label>	"Songhai"	
<http://purl.obolibrary.org/obo/AfPO_0000194>	<http://www.w3.org/2000/01/rdf-schema#label>	"Banda"	
<http://purl.obolibrary.org/obo/AfPO_0000095>	<http://www.w3.org/2000/01/rdf-schema#label>	"Anuak"	
<http://purl.obolibrary.org/obo/AfPO_0000466>	<http://www.w3.org/2000/01/rdf-schema#label>	"Myene"@en	
<http://purl.obolibrary.org/obo/AfPO_0000466>	<http://www.w3.org/2000/01/rdf-schema#label>	"Myene"	
<http://purl.obolibrary.org/obo/AfPO_0000548>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kulango"@en	
<http://purl.obolibrary.org/obo/AfPO_0000548>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kulango"	
<http://purl.obolibrary.org/obo/AfPO_0000140>	<http://www.w3.org/2000/01/rdf-schema#label>	"Chewa"	
<http://purl.obolibrary.org/obo/AfPO_0000519>	<http://www.w3.org/2000/01/rdf-schema#label>	"Damara"@en	
<http://purl.obolibrary.org/obo/AfPO_0000519>	<http://www.w3.org/2000/01/rdf-schema#label>	"Damara"	
<http://purl.obolibrary.org/obo/AfPO_0000372>	<http://www.w3.org/2000/01/rdf-schema#label>	"Wolaita"	
<http://purl.obolibrary.org/obo/AfPO_0000273>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bantu Central"	
<http://purl.obolibrary.org/obo/AfPO_0000189>	<http://www.w3.org/2000/01/rdf-schema#label>	"Berber Western"	
<http://purl.obolibrary.org/obo/AfPO_0000278>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kanuri"	
<http://purl.obolibrary.org/obo/AfPO_0000150>	<http://www.w3.org/2000/01/rdf-schema#label>	"Gurunsi"	
<http://purl.obolibrary.org/obo/AfPO_0000422>	<http://www.w3.org/2000/01/rdf-schema#label>	"Fon"	
<http://purl.obolibrary.org/obo/AfPO_0000258>	<http://www.w3.org/2000/01/rdf-schema#label>	"Cafre"	
<http://purl.obolibrary.org/obo/AfPO_0000564>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nuna"@en	
<http://purl.obolibrary.org/obo/AfPO_0000564>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nuna"	
<http://purl.obolibrary.org/obo/AfPO_0000338>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lemba"	
<http://purl.obolibrary.org/obo/AfPO_0000535>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bariba"@en	
<http://purl.obolibrary.org/obo/AfPO_0000535>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bariba"	
<http://purl.obolibrary.org/obo/AfPO_0000436>	<http://www.w3.org/2000/01/rdf-schema#label>	"Okiek"	
<http://purl.obolibrary.org/obo/AfPO_0000205>	<http://www.w3.org/2000/01/rdf-schema#label>	"Jola"	
<http://purl.obolibrary.org/obo/AfPO_0000573>	<http://www.w3.org/2000/01/rdf-schema#label>	"Birwa"	
<http://purl.obolibrary.org/obo/AfPO_0000545>	<http://www.w3.org/2000/01/rdf-schema#label>	"Krio"@en	
<http://purl.obolibrary.org/obo/AfPO_0000545>	<http://www.w3.org/2000/01/rdf-schema#label>	"Krio"	
<http://purl.obolibrary.org/obo/AfPO_0000214>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hadendoa"	
<http://purl.obolibrary.org/obo/AfPO_0000465>	<http://www.w3.org/2000/01/rdf-schema#label>	"Makaa"@en	
<http://purl.obolibrary.org/obo/AfPO_0000465>	<http://www.w3.org/2000/01/rdf-schema#label>	"Makaa"	
<http://purl.obolibrary.org/obo/AfPO_0000354>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kgatla"	
<http://purl.obolibrary.org/obo/AfPO_0000294>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mbundu"	
<http://purl.obolibrary.org/obo/AfPO_0000474>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mandar"@en	
<http://purl.obolibrary.org/obo/AfPO_0000474>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mandar"	
<http://purl.obolibrary.org/obo/AfPO_0000243>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nyakyusa"	
<http://purl.obolibrary.org/obo/AfPO_0000132>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bemba"	
<http://purl.obolibrary.org/obo/AfPO_0000501>	<http://www.w3.org/2000/01/rdf-schema#label>	"Borana"@en	
<http://purl.obolibrary.org/obo/AfPO_0000501>	<http://www.w3.org/2000/01/rdf-schema#label>	"Borana"	
<http://purl.obolibrary.org/obo/AfPO_0000421>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ewe"	
<http://purl.obolibrary.org/obo/AfPO_0000084>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bulu"	
<http://purl.obolibrary.org/obo/AfPO_0000337>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kwangali"	
<http://purl.obolibrary.org/obo/AfPO_0000346>	<http://www.w3.org/2000/01/rdf-schema#label>	"Yeyi"	
<http://purl.obolibrary.org/obo/AfPO_0000578>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ndzwani"	
<http://purl.obolibrary.org/obo/AfPO_0000401>	<http://www.w3.org/2000/01/rdf-schema#label>	"Chaga"	
<http://purl.obolibrary.org/obo/AfPO_0000380>	<http://www.w3.org/2000/01/rdf-schema#label>	"Birged"	
<http://purl.obolibrary.org/obo/AfPO_0000479>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nzebi"@en	
<http://purl.obolibrary.org/obo/AfPO_0000479>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nzebi"	
<http://purl.obolibrary.org/obo/AfPO_0000262>	<http://www.w3.org/2000/01/rdf-schema#label>	"Sinwa"	
<http://purl.obolibrary.org/obo/AfPO_0000375>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kwama"	
<http://purl.obolibrary.org/obo/AfPO_0000211>	<http://www.w3.org/2000/01/rdf-schema#label>	"Gaaliin"	
<http://purl.obolibrary.org/obo/AfPO_0000510>	<http://www.w3.org/2000/01/rdf-schema#label>	"Pokot"@en	
<http://purl.obolibrary.org/obo/AfPO_0000510>	<http://www.w3.org/2000/01/rdf-schema#label>	"Pokot"	
<http://purl.obolibrary.org/obo/AfPO_0000127>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mijikenda"	
<http://purl.obolibrary.org/obo/AfPO_0000067>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bassa"	
<http://purl.obolibrary.org/obo/AfPO_0000411>	<http://www.w3.org/2000/01/rdf-schema#label>	"Aku"	
<http://purl.obolibrary.org/obo/AfPO_0000327>	<http://www.w3.org/2000/01/rdf-schema#label>	"British diaspora"	
<http://purl.obolibrary.org/obo/AfPO_0000228>	<http://www.w3.org/2000/01/rdf-schema#label>	"Manjak"	
<http://purl.obolibrary.org/obo/AfPO_0000170>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mauritian Creole"	
<http://purl.obolibrary.org/obo/AfPO_0000488>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kiga"@en	
<http://purl.obolibrary.org/obo/AfPO_0000488>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kiga"	
<http://purl.obolibrary.org/obo/AfPO_0000406>	<http://www.w3.org/2000/01/rdf-schema#label>	"Makonde"	
<http://purl.obolibrary.org/obo/AfPO_0000394>	<http://www.w3.org/2000/01/rdf-schema#label>	"Rashaida"	
<http://purl.obolibrary.org/obo/AfPO_0000562>	<http://www.w3.org/2000/01/rdf-schema#label>	"Temne"@en	
<http://purl.obolibrary.org/obo/AfPO_0000562>	<http://www.w3.org/2000/01/rdf-schema#label>	"Temne"	
<http://purl.obolibrary.org/obo/AfPO_0000343>	<http://www.w3.org/2000/01/rdf-schema#label>	"Sotho"	
<http://purl.obolibrary.org/obo/AfPO_0000283>	<http://www.w3.org/2000/01/rdf-schema#label>	"Baka_Cameroon"	
<http://purl.obolibrary.org/obo/AfPO_0000199>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kalenjin"	
<http://purl.obolibrary.org/obo/AfPO_0000112>	<http://www.w3.org/2000/01/rdf-schema#label>	"Meru"	
<http://purl.obolibrary.org/obo/AfPO_0000121>	<http://www.w3.org/2000/01/rdf-schema#label>	"Minianka"	
<http://purl.obolibrary.org/obo/AfPO_0000148>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kusasi"	
<http://purl.obolibrary.org/obo/AfPO_00003674>	<http://www.w3.org/2000/01/rdf-schema#label>	"Gumuz"	
<http://purl.obolibrary.org/obo/AfPO_0000191>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mattokki"	
<http://purl.obolibrary.org/obo/AfPO_0000410>	<http://www.w3.org/2000/01/rdf-schema#label>	"Adele"	
<http://purl.obolibrary.org/obo/AfPO_0000326>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bantu Southern"	
<http://purl.obolibrary.org/obo/AfPO_0000227>	<http://www.w3.org/2000/01/rdf-schema#label>	"Serer"	
<http://purl.obolibrary.org/obo/IAO_0000225>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolescence reason specification"@en	
<http://purl.obolibrary.org/obo/AfPO_0000487>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mbeere"@en	
<http://purl.obolibrary.org/obo/AfPO_0000487>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mbeere"	
<http://purl.obolibrary.org/obo/AfPO_0000427>	<http://www.w3.org/2000/01/rdf-schema#label>	"Urhobo"	
<http://purl.obolibrary.org/obo/AfPO_0000270>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nilotic Western"	
<http://purl.obolibrary.org/obo/AfPO_0000470>	<http://www.w3.org/2000/01/rdf-schema#label>	"Pende"@en	
<http://purl.obolibrary.org/obo/AfPO_0000470>	<http://www.w3.org/2000/01/rdf-schema#label>	"Pende"	
<http://purl.obolibrary.org/obo/AfPO_0000104>	<http://www.w3.org/2000/01/rdf-schema#label>	"Fulani"	
<http://purl.obolibrary.org/obo/AfPO_0000237>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lomwe"	
<http://purl.obolibrary.org/obo/AfPO_0000364>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tunisian Berber"	
<http://purl.obolibrary.org/obo/AfPO_0000265>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nilotic Central"	
<http://purl.obolibrary.org/obo/AfPO_0000497>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tharaka"@en	
<http://purl.obolibrary.org/obo/AfPO_0000497>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tharaka"	
<http://purl.obolibrary.org/obo/AfPO_0000280>	<http://www.w3.org/2000/01/rdf-schema#label>	"Masa"	
<http://purl.obolibrary.org/obo/AfPO_0000443>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kru"	
<http://purl.obolibrary.org/obo/AfPO_0000477>	<http://www.w3.org/2000/01/rdf-schema#label>	"Marba"@en	
<http://purl.obolibrary.org/obo/AfPO_0000477>	<http://www.w3.org/2000/01/rdf-schema#label>	"Marba"	
<http://purl.obolibrary.org/obo/AfPO_0000359>	<http://www.w3.org/2000/01/rdf-schema#label>	"Algerian Berber"	
<http://purl.obolibrary.org/obo/AfPO_0000297>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ngala"	
<http://purl.obolibrary.org/obo/AfPO_0000142>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tswana"	
<http://purl.obolibrary.org/obo/AfPO_0000552>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kpelle"@en	
<http://purl.obolibrary.org/obo/AfPO_0000552>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kpelle"	
<http://purl.obolibrary.org/obo/AfPO_0000532>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ekoi"@en	
<http://purl.obolibrary.org/obo/AfPO_0000532>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ekoi"	
<http://purl.obolibrary.org/obo/AfPO_0000424>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ijaw"	
<http://purl.obolibrary.org/obo/AfPO_0000559>	<http://www.w3.org/2000/01/rdf-schema#label>	"Oron"@en	
<http://purl.obolibrary.org/obo/AfPO_0000559>	<http://www.w3.org/2000/01/rdf-schema#label>	"Oron"	
<http://purl.obolibrary.org/obo/AfPO_0000433>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kassena"	
<http://purl.obolibrary.org/obo/IAO_0000078>	<http://www.w3.org/2000/01/rdf-schema#label>	"curation status specification"@en	
<http://purl.obolibrary.org/obo/AfPO_0000349>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nambya"	
<http://purl.obolibrary.org/obo/AfPO_0000462>	<http://www.w3.org/2000/01/rdf-schema#label>	"Eshira"@en	
<http://purl.obolibrary.org/obo/AfPO_0000462>	<http://www.w3.org/2000/01/rdf-schema#label>	"Eshira"	
<http://purl.obolibrary.org/obo/AfPO_0000378>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lango"	
<http://purl.obolibrary.org/obo/AfPO_0000216>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nuba"	
<http://purl.obolibrary.org/obo/AfPO_0000575>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ngazidja"	
<http://purl.obolibrary.org/obo/AfPO_0000515>	<http://www.w3.org/2000/01/rdf-schema#label>	"Jeberti"@en	
<http://purl.obolibrary.org/obo/AfPO_0000515>	<http://www.w3.org/2000/01/rdf-schema#label>	"Jeberti"	
<http://purl.obolibrary.org/obo/AfPO_0000476>	<http://www.w3.org/2000/01/rdf-schema#label>	"Manja"@en	
<http://purl.obolibrary.org/obo/AfPO_0000476>	<http://www.w3.org/2000/01/rdf-schema#label>	"Manja"	
<http://purl.obolibrary.org/obo/AfPO_0000296>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mongo"	
<http://purl.obolibrary.org/obo/AfPO_0000416>	<http://www.w3.org/2000/01/rdf-schema#label>	"Dogon"	
<http://purl.obolibrary.org/obo/AfPO_0000185>	<http://www.w3.org/2000/01/rdf-schema#label>	"Semite Northern"	
<http://purl.obolibrary.org/obo/AfPO_0000245>	<http://www.w3.org/2000/01/rdf-schema#label>	"Antankarana"	
<http://purl.obolibrary.org/obo/AfPO_0000276>	<http://www.w3.org/2000/01/rdf-schema#label>	"Southern African"	
<http://purl.obolibrary.org/obo/AfPO_0000134>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kamba"	
<http://purl.obolibrary.org/obo/AfPO_0000254>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bara"	
<http://purl.obolibrary.org/obo/AfPO_0000334>	<http://www.w3.org/2000/01/rdf-schema#label>	"Taa"	
<http://purl.obolibrary.org/obo/AfPO_0000531>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ditammari"@en	
<http://purl.obolibrary.org/obo/AfPO_0000531>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ditammari"	
<http://purl.obolibrary.org/obo/IAO_0000409>	<http://www.w3.org/2000/01/rdf-schema#label>	"denotator type"@en	
<http://purl.obolibrary.org/obo/AfPO_0000432>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mende"	
<http://purl.obolibrary.org/obo/AfPO_0000348>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kalanga"	
<http://purl.obolibrary.org/obo/AfPO_0000286>	<http://www.w3.org/2000/01/rdf-schema#label>	"Sua"	
<http://purl.obolibrary.org/obo/AfPO_0000131>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mossi"	
<http://purl.obolibrary.org/obo/AfPO_0000201>	<http://www.w3.org/2000/01/rdf-schema#label>	"Senufo"	
<http://purl.obolibrary.org/obo/AfPO_0000391>	<http://www.w3.org/2000/01/rdf-schema#label>	"Amhara"	
<http://purl.obolibrary.org/obo/AfPO_0000541>	<http://www.w3.org/2000/01/rdf-schema#label>	"Itsekiri"@en	
<http://purl.obolibrary.org/obo/AfPO_0000541>	<http://www.w3.org/2000/01/rdf-schema#label>	"Itsekiri"	
<http://purl.obolibrary.org/obo/AfPO_0000492>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nkole"@en	
<http://purl.obolibrary.org/obo/AfPO_0000492>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nkole"	
<http://purl.obolibrary.org/obo/AfPO_0000461>	<http://www.w3.org/2000/01/rdf-schema#label>	"Duala"@en	
<http://purl.obolibrary.org/obo/AfPO_0000461>	<http://www.w3.org/2000/01/rdf-schema#label>	"Duala"	
<http://purl.obolibrary.org/obo/AfPO_0000350>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ndebele"	
<http://purl.obolibrary.org/obo/AfPO_0000377>	<http://www.w3.org/2000/01/rdf-schema#label>	"Alur"	
<http://purl.obolibrary.org/obo/AfPO_0000386>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bilen"	
<http://purl.obolibrary.org/obo/AfPO_0000521>	<http://www.w3.org/2000/01/rdf-schema#label>	"Aja"@en	
<http://purl.obolibrary.org/obo/AfPO_0000521>	<http://www.w3.org/2000/01/rdf-schema#label>	"Aja"	
<http://purl.obolibrary.org/obo/AfPO_0000069>	<http://www.w3.org/2000/01/rdf-schema#label>	"Zulu"	
<http://purl.obolibrary.org/obo/AfPO_0000413>	<http://www.w3.org/2000/01/rdf-schema#label>	"Biafada"	
<http://purl.obolibrary.org/obo/AfPO_0000329>	<http://www.w3.org/2000/01/rdf-schema#label>	"Goffel"	
<http://purl.obolibrary.org/obo/AfPO_0000357>	<http://www.w3.org/2000/01/rdf-schema#label>	"Copt"	
<http://purl.obolibrary.org/obo/AfPO_0000550>	<http://www.w3.org/2000/01/rdf-schema#label>	"Jakhanke"@en	
<http://purl.obolibrary.org/obo/AfPO_0000550>	<http://www.w3.org/2000/01/rdf-schema#label>	"Jakhanke"	
<http://purl.obolibrary.org/obo/AfPO_0000107>	<http://www.w3.org/2000/01/rdf-schema#label>	"Zaghawa"	
<http://purl.obolibrary.org/obo/AfPO_0000367>	<http://www.w3.org/2000/01/rdf-schema#label>	"Maghrebi"	
<http://purl.obolibrary.org/obo/AfPO_0000268>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mayogo"	
<http://purl.obolibrary.org/obo/AfPO_0000504>	<http://www.w3.org/2000/01/rdf-schema#label>	"Antanosy"@en	
<http://purl.obolibrary.org/obo/AfPO_0000504>	<http://www.w3.org/2000/01/rdf-schema#label>	"Antanosy"	
<http://purl.obolibrary.org/obo/AfPO_0000285>	<http://www.w3.org/2000/01/rdf-schema#label>	"Efé"	
<http://purl.obolibrary.org/obo/AfPO_0000123>	<http://www.w3.org/2000/01/rdf-schema#label>	"Herero"	
<http://purl.obolibrary.org/obo/AfPO_0000520>	<http://www.w3.org/2000/01/rdf-schema#label>	"Aghem"@en	
<http://purl.obolibrary.org/obo/AfPO_0000520>	<http://www.w3.org/2000/01/rdf-schema#label>	"Aghem"	
<http://purl.obolibrary.org/obo/AfPO_0000484>	<http://www.w3.org/2000/01/rdf-schema#label>	"Wuzlam"@en	
<http://purl.obolibrary.org/obo/AfPO_0000484>	<http://www.w3.org/2000/01/rdf-schema#label>	"Wuzlam"	
<http://purl.obolibrary.org/obo/AfPO_0000183>	<http://www.w3.org/2000/01/rdf-schema#label>	"Khoisan Eastern"	
<http://purl.obolibrary.org/obo/AfPO_0000537>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lilse"@en	
<http://purl.obolibrary.org/obo/AfPO_0000537>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lilse"	
<http://purl.obolibrary.org/obo/AfPO_0000509>	<http://www.w3.org/2000/01/rdf-schema#label>	"Marakwet"@en	
<http://purl.obolibrary.org/obo/AfPO_0000509>	<http://www.w3.org/2000/01/rdf-schema#label>	"Marakwet"	
<http://purl.obolibrary.org/obo/AfPO_0000429>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bissa"	
<http://purl.obolibrary.org/obo/AfPO_0000361>	<http://www.w3.org/2000/01/rdf-schema#label>	"Moroccan Berber"	
<http://purl.obolibrary.org/obo/AfPO_0000481>	<http://www.w3.org/2000/01/rdf-schema#label>	"Gyele"@en	
<http://purl.obolibrary.org/obo/AfPO_0000481>	<http://www.w3.org/2000/01/rdf-schema#label>	"Gyele"	
<http://purl.obolibrary.org/obo/AfPO_0000366>	<http://www.w3.org/2000/01/rdf-schema#label>	"Haratin"	
<http://purl.obolibrary.org/obo/AfPO_0000409>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tumbuka"	
<http://purl.obolibrary.org/obo/AfPO_0000397>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tigré"	
<http://purl.obolibrary.org/obo/AfPO_0000467>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nande"@en	
<http://purl.obolibrary.org/obo/AfPO_0000467>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nande"	
<http://purl.obolibrary.org/obo/AfPO_0000250>	<http://www.w3.org/2000/01/rdf-schema#label>	"Antemoro"	
<http://purl.obolibrary.org/obo/AfPO_0000430>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mandinka"	
<http://purl.obolibrary.org/obo/AfPO_0000518>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lozi"@en	
<http://purl.obolibrary.org/obo/AfPO_0000518>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lozi"	
<http://purl.obolibrary.org/obo/AfPO_0000299>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tikar"	
<http://purl.obolibrary.org/obo/AfPO_0000419>	<http://www.w3.org/2000/01/rdf-schema#label>	"Eket"	
<http://purl.obolibrary.org/obo/AfPO_0000277>	<http://www.w3.org/2000/01/rdf-schema#label>	"Western African"	
<http://purl.obolibrary.org/obo/AfPO_0000115>	<http://www.w3.org/2000/01/rdf-schema#label>	"Fur"	
<http://purl.obolibrary.org/obo/AfPO_0000248>	<http://www.w3.org/2000/01/rdf-schema#label>	"Sakalava"	
<http://purl.obolibrary.org/obo/AfPO_0000257>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mahafaly"	
<http://purl.obolibrary.org/obo/AfPO_0000483>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tupuri"@en	
<http://purl.obolibrary.org/obo/AfPO_0000483>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tupuri"	
<http://purl.obolibrary.org/obo/AfPO_0000291>	<http://www.w3.org/2000/01/rdf-schema#label>	"Chokwe"	
<http://purl.obolibrary.org/obo/AfPO_0000399>	<http://www.w3.org/2000/01/rdf-schema#label>	"Sandawe"	
<http://purl.obolibrary.org/obo/AfPO_0000302>	<http://www.w3.org/2000/01/rdf-schema#label>	"Gbaya"	
<http://purl.obolibrary.org/obo/AfPO_0000534>	<http://www.w3.org/2000/01/rdf-schema#label>	"Guan"@en	
<http://purl.obolibrary.org/obo/AfPO_0000534>	<http://www.w3.org/2000/01/rdf-schema#label>	"Guan"	
<http://purl.obolibrary.org/obo/AfPO_0000382>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hill Nubian"	
<http://purl.obolibrary.org/obo/AfPO_0000435>	<http://www.w3.org/2000/01/rdf-schema#label>	"Dendi"	
<http://purl.obolibrary.org/obo/AfPO_0000331>	<http://www.w3.org/2000/01/rdf-schema#label>	"Khoekhoe"	
<http://purl.obolibrary.org/obo/AfPO_0000204>	<http://www.w3.org/2000/01/rdf-schema#label>	"Daza"	
<http://purl.obolibrary.org/obo/AfPO_0000572>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ewondo"	
<http://purl.obolibrary.org/obo/AfPO_0000213>	<http://www.w3.org/2000/01/rdf-schema#label>	"Messiria"	
<http://purl.obolibrary.org/obo/AfPO_0000464>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kota"@en	
<http://purl.obolibrary.org/obo/AfPO_0000464>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kota"	
<http://purl.obolibrary.org/obo/AfPO_0000293>	<http://www.w3.org/2000/01/rdf-schema#label>	"Luba"	
<http://purl.obolibrary.org/obo/AfPO_0000473>	<http://www.w3.org/2000/01/rdf-schema#label>	"Vili"@en	
<http://purl.obolibrary.org/obo/AfPO_0000473>	<http://www.w3.org/2000/01/rdf-schema#label>	"Vili"	
<http://purl.obolibrary.org/obo/AfPO_0000389>	<http://www.w3.org/2000/01/rdf-schema#label>	"Somali"	
<http://purl.obolibrary.org/obo/AfPO_0000517>	<http://www.w3.org/2000/01/rdf-schema#label>	"Okavango"@en	
<http://purl.obolibrary.org/obo/AfPO_0000517>	<http://www.w3.org/2000/01/rdf-schema#label>	"Okavango"	
<http://purl.obolibrary.org/obo/AfPO_0000526>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kombe"@en	
